Tweet,Suicide
aww that is really sweet of you i hope you will come back to the uk would be great to see you again xxx,Not Suicide post
eh where got face off la we are all kawans here right or not,Not Suicide post
became as hot as the persistent days resting heavily on tired flowers,Potential Suicide post
rt i just do not want to be here anymore,Potential Suicide post
so i blew hella money at joann s damn it i hate that i do this to myself but i love to make shit,Potential Suicide post
the damn 3d movie glasses i hate myself,Potential Suicide post
preparing for death letting things go i just have one last thing to let go of not trying to get people to panic and attempt to save me as if they could just feels good to be real somewhere to share whats going on to wonder if it will make someone else feel less alone perhaps just me,Potential Suicide post
my 13 year old daughter overdosed on about 6 grams of wellbutrin and 1500mg of zoloft i am trying so hard to make this right she was airlifted to children s hospital and now she s laying in her hospital bed unresponsive and her muscles are jerking this has been the scariest day of my life that child is my entire world she s all i have i have out my heart and soul into raising her i never want to lose this little girl but here i am she s about to be 14 she s a little on the eccentric side but she has a heart of gold she s never met a stranger but ever since 8th grade has started she has been getting bullied and the teachers don t really do anything about it this was her way of coping i went to wake her for school this morning and found her covered in vomit and she had been hallucinating and having seizures for hours probably what if i hadn t found her why does she feel like this is the only way i want to make all the bad go away how do i do this how do i help her cope i didn t know who to turn to,Potential Suicide post
my band director just said as king julian would say do not play like pansies lol,Not Suicide post
i have been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life,Potential Suicide post
i am so tired of everything please just let me die,Potential Suicide post
haha well it is never a permanent state for me offline,Not Suicide post
just twigged you mean your financial presentation yes i will have a look at home and mail to you today,Not Suicide post
i need a job that revolves around promoting mental health but i think it is so grimy to make money off of that,Potential Suicide post
these thoughts about killing myself her getting louder,Potential Suicide post
i do not know what to do i am trying so hard to make a life work to live life my husband literally refuses to take,Potential Suicide post
kota kinabalu and johor bahru rt honestly the pain i do not want to be here anymore,Potential Suicide post
rt i wanna die i do not deserve a piece of anything i do not belong anywhere i am sick and tired of everything the same peop,Potential Suicide post
i agree with everything except benny i am tired of him his character is boring and needs to die ijs,Potential Suicide post
do not do it tim he will be in your dreams at nite but only if u spend over 300 and use the 15 discount he sent last week,Not Suicide post
aww i am proud to be your first reply and that i have taken over your updates haha,Not Suicide post
is loving the sun but is upset she cant make the picnic thurs,Not Suicide post
happy birthday,Not Suicide post
please somebody come fucking kill me i am so in love,Potential Suicide post
i am tired of living in a world,Potential Suicide post
rt i saw a quote on pinterest that said when i stand before god at the end of my life i hope that i do not have a single bi,Potential Suicide post
i could not hit you up i hate it when this happens i hate myself when i do it yet i do it constantly,Potential Suicide post
i am so loving my great workspace,Not Suicide post
thanks,Not Suicide post
here are 15 55 good morning,Not Suicide post
i m not safe with myself i have been suicidal for a while now i have made 4 attempts this year and yet nobody seems to get it i honestly cant say if i am going to kill myself today i keep breaking down crying and i do not know why i hate myself,Potential Suicide post
i am so much happier and better off without you weak fake lames leave me alone i do not need you anyway,Potential Suicide post
thank you,Not Suicide post
what you so need to put that on the site you know cause us bloggers love free wifi awesome,Not Suicide post
i imagine it would be not exactly close,Not Suicide post
that could have been embarrassing at least you remembered this time today and not this time tomorrow small mercies,Not Suicide post
rt had a feeling it was going to be a great day got to meet john stockton before the game,Not Suicide post
yup me too,Not Suicide post
i am actually listening to chopin in the dark right now,Not Suicide post
whenever i have dreams of my mom lately it is as if she s still alive and that she never went away but then again,Potential Suicide post
rt r i p i did not know much about you but you helped out in hard times you did not deserve to die at such a,Potential Suicide post
i hate feelings at this point i think i am clinging onto life waiting for the right set of circumstances to just let go my feelings keep holding me back i hate them i hate having to feel i hate each and every one of them theres something comforting about the idea of nonexistence something comforting about the idea of nothing i long for it,Potential Suicide post
sorry people who arent toxic and wanted be friends,Potential Suicide post
np lol hhmm will danny and jordan join in danny maybe jordan me hopes not,Not Suicide post
codeine ativan sleep meds alcohol tell me why i shouldnt i am hopeless i m ready to give up,Potential Suicide post
i am going to kill myself this weekend i do not see any reason to stay alive nothing has changed enough to make me want to stay i was raped as a kid and now all i am to people is a sex object good bye everyone,Potential Suicide post
got a crush,Not Suicide post
rt if people do not want you dead can you even claim to really be alive,Potential Suicide post
i want to be a businessman in futer,Not Suicide post
mafumafu oh sh it oh g od scrambles to get everything he did not pack,Potential Suicide post
yeah still chilly here too but s posed to return to normal temps this week gonna spend some time with the girls this week,Not Suicide post
tuesday in the great metropolis of hanover what could be better,Not Suicide post
long live life,Not Suicide post
rt i know you think you re sad that the cowboys do not play today but any day your team cannot lose is an occasion worth celebrate,Not Suicide post
i gained weight i am one of those people everybody hates who can loose weight on a cake and cookies diet,Not Suicide post
my baby is tired now,Not Suicide post
toothpaste if you use the whitening stuff the bleach will burn a layer of skin off,Not Suicide post
firstly thank you secondly is the kite runner historically off,Not Suicide post
this sucks man i really do not know what i am about to do anymore rash decisions after rash decision no control ove,Potential Suicide post
i am just a mess i ran out of meds and i havent had the strength or energy to go refill them i went to class today and ended up sitting on a sidewalk ugly crying and making people think i am a fucking headcase all i do is sleep and i never feel rested i m alone in a new town and i have no friends and all i want is someone to sit with me and talk a while i am hanging in there because i brought my cats here to this strange place and i cant just leave them to think theyve been abandoned i just took a three hour nap and all i got was a headache and still tired i have no clean laundry my room is a clusterfuck i havent combed my hair in days or eaten and instead of doing things that need donei amlying here trying to avoid intrusive self harm thoughtsi amlazy and awful and i cant get myself to stop it,Potential Suicide post
coming home stoked bears this afternoon with mikeyj alton towers tomorrow,Not Suicide post
i streamed two episodes of riverdale and i hate myself so damn much because now i have no data,Potential Suicide post
well that is impressive both spot 25 and spot 26,Not Suicide post
i am so tired of living,Potential Suicide post
now i gotta go into the bank tomorrow and see what the fuck is going on i had problems about 3 weeks ago with a bi,Potential Suicide post
yeah cool bookshelves i have got the one with the various books that are pinned to the wall,Not Suicide post
enough of the shameless book plug,Not Suicide post
nan,Potential Suicide post
why do i get attached so easily this is the one thing i hate about myself the most i end up being my own worst enemy all the damn time,Potential Suicide post
rt i just do not want to be here anymore,Potential Suicide post
thanks to cant wait to get home from work tonight for some reason,Not Suicide post
bad habits are more difficult to identify in your work life,Not Suicide post
nearly holidays on the other hand camping d d d,Not Suicide post
in tired of everything cant wait to die,Potential Suicide post
health anxiety prompting some bad thoughts in my head i have been struggling for 2 months now with some health issues as a 26 year old male my pessimistic nature just makes me think about the worst my hands and feet are currently tingling and burning i just keep picturing myself on a wheelchair being a burden to my family girlfriend and so on suicide thoughts come to my mind as i prefer to put a sudden end to everything instead of deteriorating myself day after day losing motor and cognitive functions life is already hard as it is and now my health is failing for the first time,Potential Suicide post
daniel won,Potential Suicide post
a friend i knew online from last night finally added me up on his messenger,Not Suicide post
leven scotland do not want to be here anymore,Potential Suicide post
have you seen this link me thinks you might like it,Not Suicide post
there was a young man who got tired of staying in this world they called this the living world but he does not fee,Potential Suicide post
patient i hate myself and i want to die,Potential Suicide post
lol you saw that hahaha was a fun day of exploration and experimentation,Not Suicide post
gigglessssssss ya ll are awesomesauce,Not Suicide post
cut my wrist and black my eyes,Potential Suicide post
rt since we re talking abt him hey uhh remember when yanderedev said intellectually disabled people deserve to die played rapel,Potential Suicide post
i never knew that my grandfather death was so hard on my mother like it is on me i guess maybe i thought she wa,Potential Suicide post
rt tweets are the real life awkward conversation starters between strangers,Potential Suicide post
eating an ed s waffle with icecream cream n chocolate sauce omgosh amazing,Not Suicide post
wow i am sooo sad i had everything planned out on when i was going to leave home and go to college in denver and yo,Potential Suicide post
are you expecting,Not Suicide post
how many times do i have to be in this position for my fucking mother to realise that if i stay here i will either ki,Potential Suicide post
wanted to kill him,Not Suicide post
comme je le dis si bien let me hate myself god fucking damn it,Potential Suicide post
hello people on facebook do you like the way i am spamming all of your newsfeeds with twitter,Not Suicide post
not a lawyer but i was diagnosed with depression when i was 12 13 my brother swore up and down t,Potential Suicide post
getting blown out by the worst team in the league while they wearing these is what s gonna be in my suicide note,Potential Suicide post
maybe i think i deserve to die,Potential Suicide post
i m not good at pretending that i am ok so i look like shit i do not smile i still have acne i am 19 i have black circles under my eyes and i have a very pale skin cuz i never leave my house only when i go to school so people stare at me every day some of them point at me and they just laugh some of them give me that disgusted look and some of them just tell me that i m ugly or that i look like a fucking methhead i m so fucking depressed for many other reasons but i think this is the worst one i also have social anxiety so i do not have any friends and i never had a gf when i try to talk to someone i just turn red and its so embarrassing i have already attempted suicide last month and i still feel like shit,Potential Suicide post
if you re tired of living for the 1st and 15th and you need to do some immediately like when your regular deodora,Potential Suicide post
i want you to come home right after school,Not Suicide post
buk cdo i do not want to be here anymore,Potential Suicide post
rt this is my sister in law sana on the left and her on the right it is nice to hire your family members and create a conflict o,Not Suicide post
in debt i will kill myself on thursday i am going to stab myself in the stomach or take a lot of pills i m not sure which to do yet sorry for spelling and grammar i am sure nobody here cares anyways,Potential Suicide post
afternoon to you too,Not Suicide post
today i almost kill myself because i almost hit by a car,Not Suicide post
it is always great to hear from actors whom i have directed trying to encourage them to join twitter,Not Suicide post
,Not Suicide post
i want to go park,Not Suicide post
last few hour in england,Not Suicide post
pleasant is right thank u v8 ppl ur the best,Not Suicide post
how many people does he wanna rip it out of really,Not Suicide post
i love sleeping until i am finished,Not Suicide post
why yes she is the exceptionally talented goose that works for you and brioso well you just wouldn t understand,Not Suicide post
everyone follow kade,Not Suicide post
omg theres fires and craziness goin on and you cant go home cause of it and people are seriously,Potential Suicide post
lewis,Not Suicide post
honestly i am so tired of everything and myself can i just die already,Potential Suicide post
i am now by um 2 woooo,Not Suicide post
females will be fucked up in the head and blame a nigga for them being fucked up y all gotta take accountability,Potential Suicide post
i wanna fucking die i am so tired of feeling pain constantly god i need to be left alone and cry and wallow in my misery until i feel better,Potential Suicide post
i do not tell people how i feel because i am pretty sure nobody cares about me even writing this brings me anxiety because i know i have to interact with people i just wish i could cry myself to sleep and never wake up no one would every truly miss me,Potential Suicide post
now playing j gardna ft 2 pistols tone trump and drop die alone remix dirty on street style radio,Potential Suicide post
bed time,Not Suicide post
if any of you are having a boring easter then send me a note on msn i love to chat with people my msn is ninaalbertsen com,Not Suicide post
you do know that you have absolutely no power yet and when you do this whole thing will be dead and forgotten,Potential Suicide post
rt why is it that everyday i hate my life more and more i really feel i am destined to be miserable forever,Potential Suicide post
daycare is so damn expensive and the only reason why i am getting a discount is because the owner knows my aunt but,Potential Suicide post
isn t it sad that after seeing a firetruck in front of a building my first thought was to look up in case someone w,Potential Suicide post
hahaha how is everyone,Not Suicide post
just woke up good morning everyonee,Not Suicide post
i can t do this anymore i have no hope i m a senior in college and i just want to die i don t fit in and i feel like no one cares about me everyday i wake up and i try to tell myself that today is a new day but it doesn t work i hate everything about myself and i feel so alone i have no one i don t care how i look and i don t even want to get up in the mornings i just want to end it all end all the suffering and the pain i just want to feel nothing for my anxiety and depression to leave me alone i don t know where to turn but i just can t keep doing this anymore,Potential Suicide post
i hope you re planning a kennel launch party,Not Suicide post
trench i am not feeling happy,Potential Suicide post
living as a hardcore empath is so hard i am tired of being nice and putting emotional labor into those who are undeserving,Potential Suicide post
but 26 characters yr last tweet wouldn t have made the cut,Not Suicide post
united states why is everything so cancerous now like i cant even remember anymore if all this corporate crap has always been here or not but it is freaking stupid i just want to watch a youtube video i do not want to be force fed a stupid product every time i go online like its cable tv,Potential Suicide post
please forgive me i tried to get help i do not know what else to say i am tired of being a burden on everyone else i am tired of everyone writing me off i cant help who i am and i have tried to get help i have a plan and in a few weeks i will no longer be a part of this world,Potential Suicide post
i feel like my time is coming soon like i m running out of time i have had enough and i m ready to call it quits i have attempted before but this time i can t afford to fail i have many different pills and other ways i can end it i just need to figure out the best time when maybe tonight maybe tomorrow who knows,Potential Suicide post
i do not know anymore these 4 words make my life a living hell no matter who i say it to in the sudden absence of happiness i know only sadness i have nothing to look forward to because i have fucked my chances up at even having something decent no job no girlfriend and absolutely nothing to motivate me at this point i do not even know why i am still alive it pains me that i am alive,Potential Suicide post
had a nice lunch time for some work now,Not Suicide post
thx,Not Suicide post
i work with a lot of russians in the socal office and they look completely miserable whenever i see them,Potential Suicide post
hello world tis my first tweet,Not Suicide post
that is in and out,Not Suicide post
she want to kill him,Not Suicide post
suicide has now become my new world and i am desperately searching for answers because to those that knew him bes,Potential Suicide post
has anyone had an great success stories on twitter if so i would love to hear your story dm me,Not Suicide post
is awesome i do believe you re all jealous but i sorta do not wanna go to dancing tonight someone else drive me,Not Suicide post
got the best team in the east vs in the chip,Not Suicide post
is watching some of his old stuff on youtube ahhh the memories,Not Suicide post
i know i cannot get all the things i want in life but when does it get to feel like at least fixing my mouth to say,Potential Suicide post
damn right kinda hate myself for not having the system to lay it on being poor sucks,Potential Suicide post
in curand voi fi pe ro thx to blogway si cnsc,Not Suicide post
stanford summit 2008 short video remebering magical funtastic roller coaster ride,Not Suicide post
when i was in middle school i wanted to be emo do not judge,Potential Suicide post
happy birthday,Not Suicide post
oh my god if that jim acosta did to that woman was fucking abuse what do you think trump has done to fucking women,Potential Suicide post
i am newly married and my husband is wonderful i love him so much we are very much in love so why am i suicidal i honestly cant figure it out 9 days out of 10 i am absolutely fine happy positive excited about life then it hits me depression crippling anxiety suicidal thoughts i cut i cry i crumble on days like this i cant believe that anyone cares at all about me except my husband then i feel like i do not deserve him and sometimes push him away whats wrong with me what should i do i just cant shake the thought that everyone would be better off without me especially my husband,Potential Suicide post
nothing before blogworld expo on the schedule at this stage have netbook will travel tho,Not Suicide post
thanks for very quick service in fitting shiny new number plates,Not Suicide post
i feel like no one cares i just want to die maybe then i d feel less lonely,Potential Suicide post
today one year ago i lost a neighbour and friend to so here is a quote that got me through my worst t,Potential Suicide post
hootsuite monetizing twitter shurely shum mishtake,Not Suicide post
i feel sorry for my 64 followers cause my posts probably take up their entire page,Not Suicide post
morning tina the fact is we ll do something with it wouldn t it be great if it was something big,Not Suicide post
wow just back from my longest ever non stop run 14 miles now i truly know what sore legs feel like delighted tho,Not Suicide post
greetings jason so far twitter s great today thanks for taking a moment for us enjoy your swim hugs angel,Not Suicide post
but his blood runs through my instrument and his song is i,Potential Suicide post
liking it,Not Suicide post
tired of living this life,Potential Suicide post
she want to be a doctor,Not Suicide post
good morning only about eight hours until noodles the only positive thing i can think of right now,Not Suicide post
it is going to be a beautiful day i am going to have a new granddaughter,Not Suicide post
you guys are mean i would never wake up my friends,Potential Suicide post
mesh mohm i just wanted you to know that you re the softest person came to my miserable life oh this is sweet,Potential Suicide post
disappearing when you wake up but theres nothing to be afraid of even when the night changes it will never change me and you,Potential Suicide post
so tired of living with these niggas only 2 1 2 months to go,Potential Suicide post
god kill me literally just fuckin hang me stab me burn me alive,Potential Suicide post
hot chocolate xx,Not Suicide post
what a great feeling and never gave up well done kept a cool head all weekend is nothing,Not Suicide post
whyy do not you update somemore mom have a blessed day,Not Suicide post
cheated on my gf drunk and now i wanna kill myself did not know what i was doing was shitfaced drunk an d now i am all alone with no gf and my friends hate me for cheating i do not want to feel pain anymore,Potential Suicide post
having someone want your love your passion your heart and your soul to return it all in kind measure this is the greatest gift of all,Not Suicide post
yo mate it is working like a charm be prepared to tweet my feed some interesting people to follow too if you can find them,Not Suicide post
rt regional australia would be siberia without the abc,Not Suicide post
who the fuck looses their damn keys i hate myself,Potential Suicide post
i wanna die pls i am tired of everything,Potential Suicide post
ello you were fab on doi i am going to the tour tmwr cant wait xxx,Not Suicide post
thanks it is just what i think,Not Suicide post
10x man any tips or ideas,Not Suicide post
i want to be a engineer,Not Suicide post
i want to be out in the sun walking down a beach with joey,Not Suicide post
i sexually harassed my crush i feel like there is no place for me in the world for a long time now about half a year i have been touching my crush who is not interested in me without consent i work alongside him and we are both part of a very tight group of friends so he has to see me every day and every single time i try to touch him stare at him and sometimes even take pictures of him only recently i have realized the implications of what i have done and that i am hurting him i feel like i betrayed him and myself for doing something that is completely against all my values i want to change and i know i can but i amafraid i will lose the will to live if i cant get myself to stop touching him,Potential Suicide post
i hate when i have to rate my group members because i will always rate them higher than i d rate myself knowing damn,Potential Suicide post
haven t watched wwe since extreme rules i will now begin last night s monday night raw this is my suicide note,Potential Suicide post
and the consensus was,Not Suicide post
what are you saying about yourself,Not Suicide post
rt lololololol i hate how i trust people with ugly pictures of myself and then they break that trust like lol damn ok it be lik,Potential Suicide post
rt when you re trying to go out for pre game and you hear ay come take this pic with your family oh well happy,Not Suicide post
rt in af1 call theresa may tried to flatter trump with congratulations for gop wins in the midterms he responded by berating th,Not Suicide post
he does not want to give up but he s afraid to even touch the equipment much less pack it up,Not Suicide post
i did not realise you were trustee there are loads of you aren t there find rase structure quite confusing,Not Suicide post
i feel an infinite sadness in my soul and i feel so lonely so empty so disappointed so desperate so distressed,Potential Suicide post
have fun bet you unearth all sorts of goodies,Not Suicide post
not tired,Not Suicide post
rt and i hate the fact if it is true dojae will do surgery dojae has to endure the pain alone without segye altou,Potential Suicide post
i want one of those,Not Suicide post
chillin,Not Suicide post
good morning,Not Suicide post
my workplace gets so much better when good weather strikes,Not Suicide post
beans on toast with simona can it get any better,Not Suicide post
get back to work,Not Suicide post
why cant i loose enough blood on my period that i just die ugh idk go see a doctor,Potential Suicide post
kaycee glenn i do not want to be here anymore i wish i was dead,Potential Suicide post
i fell in love with her courage her sincerity and her flaming self respect i love her and it is the beginning of everything,Not Suicide post
rt the false information of hanyu never having to study like any other person as if he did not have to wake up at 5am to take ent,Potential Suicide post
rt andreamvaldez trumpy bear isn t your average meme bred merch gone viral it appeals to everyone and no one it,Potential Suicide post
hey black hair suits u by the way,Not Suicide post
i hate that i am at war with myself daily i hate living at home like this bc i am told my emotions do not matter i,Potential Suicide post
rt i fucking hate my whole family all they do is making me feel fat and i am so done with feeling bad about my body and const,Potential Suicide post
a watched pot never boiled mate distraction is the name of the game,Not Suicide post
dunno why my phones done me so dirty and made videos of me and my ex s cos of face recognition with the background,Potential Suicide post
spent 1 day doing research i am feeling great an achievement d,Not Suicide post
lol good id we should all dress up as twitt bird and listen to twit podcast all night thanks,Not Suicide post
hmmm my mom well thanni thelichu vettutaanga,Not Suicide post
poor fortunately you have a good sense of humor,Not Suicide post
crikey check out the manfrotto worshipers,Not Suicide post
about to open birthday presents,Not Suicide post
after looking at the american suicide statistics i was shocked to see that white men in their 40s 50s lead right,Potential Suicide post
i have amazing people in my life that encourage nothing except the positive thank you lord for blessing me,Not Suicide post
yeah we re going to have neither but it is all good hope you do,Not Suicide post
this is the best thing to pop on my twitter all day what cracks me up is that billy is in it too,Not Suicide post
i hate myself,Potential Suicide post
why yes xx,Not Suicide post
ok thanks i am not getting off twitter just yet,Not Suicide post
home sweet home shower time,Not Suicide post
just wanted to say a big thank you for being such a great airline as a travel writer things like this mean a lot,Not Suicide post
what bout something a bit more lo fi dictation failing that one of those projected keyboards,Not Suicide post
i was called in yesterday at the guidance counselor s office i thought i did something bad as my id was blocked i,Potential Suicide post
hi what the fuck have i been doing with my life lately,Potential Suicide post
ok everyone who s racing this weekend dm me with a picture of your car and the make and model i will put it all up on my blog,Not Suicide post
i do not want them using my phone,Not Suicide post
cannot wait until the new star trek movie comes out looks good,Not Suicide post
i want you to sense my magic without touch,Not Suicide post
when that muffin guy said please somebody kill me i felt that shit,Potential Suicide post
planning to do that too while in transit anyway,Not Suicide post
i got twitter 4 my ipod touch yaaaaaay,Not Suicide post
the orange tv app is really disappointing low quality video streams and obviously nothing interesting on the tv,Not Suicide post
rt if i do not love anything i cannot get hurt,Not Suicide post
time to fly ord dca ord clt 16hrs clt ord iad mco 13hrs mco ord hm in time for date night,Not Suicide post
says just watched mall cop,Not Suicide post
how great is that,Not Suicide post
absolutely are you due in melb any time soon,Not Suicide post
i am a fucking lunatic when i get angry it is so terrible i need to work on this so bad before i end up doing somethi,Potential Suicide post
yea you re right it is shite,Not Suicide post
trying to find something formal to wear in a casual closet jeans and popculture shirt will do good enough,Not Suicide post
i am with ya there,Not Suicide post
rt congratulations again to for taking the asia regional finals title thanks to for giving out,Not Suicide post
ice why,Not Suicide post
i do not want you to start feeling neglected,Not Suicide post
it is take me to the river from sydenee,Not Suicide post
even i cannot run that far yet,Not Suicide post
it is one of the perks of working for the nyse ger,Not Suicide post
going back to straighten my hair download some nds roms first though,Not Suicide post
fake news just went ballistic get ready you thought fake news was bad deep fakes,Potential Suicide post
the thing to remember is obsessing sucks up energy you could put into that new story i say kick worry to the curb,Not Suicide post
hide it well from everyone,Not Suicide post
united kingdom what hapens if i do not want to be here anymore,Potential Suicide post
2nd is i do not want to be here anymore by em too,Potential Suicide post
damn i fucken hate shopping bc then i feel sooooo broke like i cannot even enjoy myself anymore,Potential Suicide post
i am great and wonderful i am worth it except not enough to be anyones first choice everyone tells me how wonderful i am but not enough to be loved like i love others i put aside everything for people but i am too crazy to hold a job too nothing to be really loved i am not entitled and i do not even have the right to die on my own terms and i am an asshole for being angry about it for being upset that i am there when other people treat me like shit and cant be bothered wheni amhurt,Potential Suicide post
why do i destroy all my opportunities am i going to kill myself on accident if i only get worse does that mean a,Potential Suicide post
who cares it happened and it is in the past you have nothing to apologize for hillar,Potential Suicide post
maybe more hugs is what i need,Not Suicide post
guess who just posted on universal causality me,Not Suicide post
god fuck i am a dumb fucking idiot who called out personal instead of sick guess whos getting their third reprimand s,Potential Suicide post
i do i thank them for example when their code does not have many bugs or when they make it easy for me to automate,Not Suicide post
and that is why we are in the classrooms working with them right,Not Suicide post
like all i want to do is shove a knife into my fucking stomach i hate myself so god damn much,Potential Suicide post
good morning,Not Suicide post
i hate that i am not okay i hate that i fucking want to kill myself but do not bc i do not want to leave my family st,Potential Suicide post
is it horrible of me that i want to commit that i do not want to be here anymore,Potential Suicide post
i think i am going to try making those newspaper thingies this year got a lot of herbs to grow,Not Suicide post
is on the train more shopping yay,Not Suicide post
gooooooood morning,Not Suicide post
is about to do paper works at the eve of his birthnight,Not Suicide post
overwhelmed and enjoy it,Not Suicide post
todd loves steps,Not Suicide post
i love you i love you,Not Suicide post
chillin with lucy beautiful day today,Not Suicide post
obviously,Not Suicide post
i wanna go to sleep forever and never wake up i am so tired,Potential Suicide post
i know that is real my bf fell asleep and i am editing video xo,Not Suicide post
cannot find any nice words for a tel domain haha,Not Suicide post
i hate myself and my damn autocorrect,Potential Suicide post
is off to dundrum with martin,Not Suicide post
i had to unexpectedly put down one of my rabbits last week and it hurts like hell it is bad enough when,Potential Suicide post
just got out of the shower nothing says wake up like body lotion in your hair,Not Suicide post
what was channel and time of prog politicians with no formal training bathe in simplexity a la cnutroy,Not Suicide post
after i am gonna have a lok in d argos catalouge 4 summ bday pressies or look online,Not Suicide post
is reading through some interesting articles on our own extranet surprisingly good stuff,Not Suicide post
and then i stole that shirt and sold it on ebay,Not Suicide post
oh sounds like a top movie really i do not know who that is but they should hah,Not Suicide post
morninggggg how am i just up now when my alarm went off two hours a go,Not Suicide post
you too,Not Suicide post
i only have like few of thesis chapter to go and like its oso like already filled in but my lazy ass being extra da,Potential Suicide post
watching arthur cos i am way cool,Not Suicide post
rt can this please be over with i am tired of everything from to my coffee maker have a popup tel,Potential Suicide post
my commiserations is it as bad as i had heard it is,Not Suicide post
somebody just please kill me before my life gets any more stupid,Potential Suicide post
hey ho jared i am vegan too hope you re all right,Not Suicide post
eating kebab in the sun sounds like a bad song title ha that one too,Not Suicide post
thanks and for the enternships com plugs,Not Suicide post
i have lost a lot of interest in nascar and do not think i will tweet from here much anymore if you still want to be friends or something you can follow my less popular twitter page we can be friends there,Potential Suicide post
wow i want to die somebody fucking kill me please,Potential Suicide post
tweet dreams,Not Suicide post
playing the clarinet makes me happy,Not Suicide post
found st thomas and waiting,Not Suicide post
rt who keeps you and your family safe and free,Not Suicide post
rt completely devestated by the fires affecting my community i am one of the lucky ones my animals and love of my life made,Not Suicide post
busy day update tonight,Not Suicide post
michael jackson is a sad existance of a man i have already met alanis so prince is my last hope keep the faith,Not Suicide post
hello back at ya and thank you,Not Suicide post
ruby ruby ruby ruby just taken delivery of my new beginning ruby book whoop whoop another languag,Not Suicide post
sounds pretty fine to me and very pleased to hear that creepy is your cup of tea too,Not Suicide post
malese answered my question on twitter check it outt on malese her twitter it is about youu,Not Suicide post
wheat thins and diet dr pepper breakfast of champions or people who wake up late and grab the first thing they can find,Not Suicide post
she was tired,Not Suicide post
rt choose a job you love and you will never have to work a day in your life happy future our amazing students,Not Suicide post
hope you guys have a safe flight,Not Suicide post
i think i am going to redecorate my living room but i am tired of moving stuff around,Potential Suicide post
,Not Suicide post
fuck this shit i want to be dead so i do not have to be here anymore,Potential Suicide post
i have been reading about a group called dignitas in switzerland they provide assisted suicide via drugs that the member you have to become a member administers themselves anyone have any insight on americans travelling there for this purpose apparently they have helped many british and german citizens pass peacefully,Potential Suicide post
portland or every kid has had a tantrum today i do not want to be here i do not want to hear anymore crying i just want to go home and pet my dog,Potential Suicide post
oh the puns the bad bad puns i think i will quite like the new clear sounds though x,Not Suicide post
these things are literally an everyday occurrence for my family ever since my parents came to this country it,Potential Suicide post
reminder sr release date set for easter sunday,Not Suicide post
rt i am so fucking tired of living i am not smart i am not athletic i am not attractive i am not talented i just have this fucking t,Potential Suicide post
work slave i really feel like my only purpose in life is to make a higher man money parents forcing me through college and i have too much on my plate i owe a lot of money i know this is the easy way out but i am really tired all of these issues are on top of dealing with tensions in america as well i want to rest,Potential Suicide post
of course,Not Suicide post
another year has passed and i am still alone sad and suffering will i ever live with dignity or will,Potential Suicide post
and briar copywriting an awesome combination,Not Suicide post
what now so i am 17 everyone knows i want to kill myself but nobody really acknowledges it as though even if i did it it would just be inevitable and nobody would give a shit which is true and i amfucking sick its been like 3 years of suicidal thoughts but over time theyve become disgustingly close to becoming reality and i am fucking scared i just want to die you know maybe i will,Potential Suicide post
arreeyy mad o wat i am wit u coz maine bhi intro hi start kiya,Not Suicide post
my life has no purpose i am broke lonely and miserable i am so my life is a sack of shit my family legitimately hate me i am poor i have some friends but do not hear from them unless i get in touch first i have been single for almost a decade generally i am ok with being single but depression grinds my world to a halt doctors do not help me nobody around me seems to understand this has gone on for 30 years i am tired cant do it any more i just want to lay down and die quietly all i want in life is to disappear,Potential Suicide post
phillies game with becca tonight,Not Suicide post
lol i love it,Not Suicide post
rt i am so tired of living in a country that has become about taking sides bitch can we all just love and respect each other,Potential Suicide post
have a nice day to,Not Suicide post
i love jesus too and i am getting ready for school 3,Not Suicide post
update on my phone real quick it was in my car the whole god damn time i really fucking hate myself,Potential Suicide post
rt jimin is so happy i love him,Not Suicide post
you take time to think about a date but i want to take you out tomorrow to look at engagement rings,Not Suicide post
is a bit happier she found her chanel sunglasses,Not Suicide post
adam sandler before he became shit predicted my future mental state,Potential Suicide post
rt incredibly sad and poignant story about suicide,Potential Suicide post
i got my box i will pick it up tomorrow priscilla,Not Suicide post
rt my brother died from depression he also frequently exercised had supportive friends family was successful in school and i,Not Suicide post
rt just keep going forward no matter what,Not Suicide post
my life is way too good for me to feel so angry and miserable all the time,Potential Suicide post
i do not wanna fucking be here anymore,Potential Suicide post
5 but my italian is basic for now,Not Suicide post
haircut feeling fresh and clean,Not Suicide post
data gov comes to life even in the form of a jpeg image all great things start like that,Not Suicide post
unfollow me now is all in gonna talk aboutfor therestof my miserable life,Potential Suicide post
i thought it meant you are my destiny too cause of the song hahaha and yes they re coming,Not Suicide post
tired of living with childish people,Potential Suicide post
when my dog does end up passing on my life will seriously be a tumbling downwards spiral that is my life she is my life,Potential Suicide post
just watched chris moyles quiz night from last night alan carr is too funny he s the best,Not Suicide post
you are a big piece of the rainbow shine big shine bright and i will see you out there sparkle friends forever,Not Suicide post
have you had your hair cut it looks really good,Not Suicide post
at the end of the day i am at this point in my life where i truly do not give a fuck so if i give a fuck about you,Potential Suicide post
feel lucky to work with 2 shining young stars in honored by today,Not Suicide post
losing those 2 guys is huge but you gotta deal with it time to call up weber for the pp and price to take some nyquil,Not Suicide post
i hate when i want to be self pitying but my mind refuses to let me like damn i just wanna feel sorry for myself fo,Potential Suicide post
